id,split,language,source,text,expression,matched_expression,span_start,span_end,token_span_start,token_span_end,num_tokens,label,label_2,iob2_tags,char_mask
3833,train,he,inhouse,"הוא לקח צעד אחורה מהמסך אחרי שעות של עבודה על דוח כלכלי מסובך, אמר “די להיום”, והבין שהפסקה קטנה שווה יותר מעוד נוסחה אחת נכונה.",לקח צעד אחורה,לקח צעד אחורה,4,17,1,4,25,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O,00001111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3834,train,he,inhouse,הוא לקח צעד אחורה כדי לא להיתקע בדלת המעלית,לקח צעד אחורה,לקח צעד אחורה,4,17,1,4,9,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O,0000111111111111100000000000000000000000000
3835,train,he,inhouse,"אם האישה הזאת לא תיקח צעד אחורה מקצה הרציף כדי לא לסכן את עצמה, פקח הרכבת עלול לתת לה דוח.",לקח צעד אחורה,תיקח צעד אחורה,17,31,4,7,20,מילולי,0,O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,000000000000000001111111111111100000000000000000000000000000000000000000000000000000000000
3836,train,he,inhouse,"כדי לתת מקום לשחקנים, היא לקחה צעד אחורה והפסיקה להתערב להם בהחלטות באמצע המשחק.",לקח צעד אחורה,לקחה צעד אחורה,26,40,5,8,14,מילולי,0,O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O,00000000000000000000000000111111111111110000000000000000000000000000000000000000
3837,train,he,inhouse,החיילים לקחו צעד אחורה מהעמדה כדי להסתדר מחדש,לקח צעד אחורה,לקחו צעד אחורה,8,22,1,4,8,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O,000000001111111111111100000000000000000000000
3838,test,he,inhouse,הילד לקח צעד אחורה מהציור כי רצה לבחון אותו,לקח צעד אחורה,לקח צעד אחורה,5,18,1,4,9,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O,0000011111111111110000000000000000000000000
3839,train,he,inhouse,"הם לקחו צעד אחורה לעבר קצה המגרש אחרי תבוסה צורבת, אבל המאמן אמר להם: “להפסיד זה חלק מהמשחק, רק אל תפסיקו ללמוד איך לנצח.”",לקח צעד אחורה,לקחו צעד אחורה,3,17,1,4,24,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,00011111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3840,train,he,inhouse,"אם הסטודנט הזה לא היה שובר את תקרת הזכוכית במשפחתו, מי היה מאמין שאפשר לצאת ממעגל הדורות של חוסר השכלה ולהגיע עד לפסגת האקדמיה?",שבר את תקרת הזכוכית,שובר את תקרת הזכוכית,22,42,5,9,24,פיגורטיבי,1,O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O,0000000000000000000000111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3841,train,he,inhouse,"היא הפכה למנכ""לית הראשונה בחברה ובכך שברה את תקרת הזכוכית שהוצבה לפני שנים רבות על ידי מייסדי החברה בעצמם.",שבר את תקרת הזכוכית,שברה את תקרת הזכוכית,37,57,6,10,19,פיגורטיבי,1,O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O,0000000000000000000000000000000000000111111111111111111110000000000000000000000000000000000000000000000000
3842,train,he,inhouse,"היא שברה את תקרת הזכוכית בעולם ההייטק, לא בגלל מזל אלא בזכות עבודה עקבית, חכמה ויכולת להוכיח שוב ושוב שאישה יכולה להוביל צוותים גלובליים לא פחות מגברים.",שבר את תקרת הזכוכית,שברה את תקרת הזכוכית,4,24,1,5,27,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O,00001111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3843,train,he,inhouse,המורה שבר את תקרת הזכוכית כשהנהיג שינוי בחינוך הציבורי,שבר את תקרת הזכוכית,שבר את תקרת הזכוכית,6,25,1,5,9,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,000000111111111111111111100000000000000000000000000000
3844,train,he,inhouse,איך היא הצליחה לשבור את תקרת הזכוכית בעולם הספורט הגברי?,שבר את תקרת הזכוכית,לשבור את תקרת הזכוכית,15,36,3,7,10,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O,00000000000000011111111111111111111100000000000000000000
3845,train,he,inhouse,"הפוליטיקאית שברה את תקרת הזכוכית בבחירות המקומיות, אך אמרה בנאום הניצחון שלה שהמבחן האמיתי מתחיל רק עכשיו – לשנות מבפנים מערכת שלא באמת רצתה להשתנות.",שבר את תקרת הזכוכית,שברה את תקרת הזכוכית,12,32,1,5,25,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,00000000000011111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3846,train,he,inhouse,הממציא שבר את תקרת הזכוכית ופתח דלתות לדור חדש,שבר את תקרת הזכוכית,שבר את תקרת הזכוכית,7,26,1,5,9,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,0000000111111111111111111100000000000000000000
3847,test,he,inhouse,"תעז ותוכיח שכולם טעו לגביך, תשבור את תקרת הזכוכית שהציבו לך שלא באשמתך",שבר את תקרת הזכוכית,תשבור את תקרת הזכוכית,28,49,5,9,13,פיגורטיבי,1,O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,0000000000000000000000000000111111111111111111111000000000000000000000
3848,train,he,inhouse,"אם המוזיקאית לא הייתה שוברת את תקרת הזכוכית באומץ, אולי העולם לא היה זוכה לשמוע קול נשי חזק שמאתגר מוסכמות בתעשייה שמנוהלת בידי גברים כבר עשורים.",שבר את תקרת הזכוכית,שוברת את תקרת הזכוכית,22,43,4,8,26,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,0000000000000000000000111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3849,train,he,inhouse,הם שברו את תקרת הזכוכית והצליחו במקום שאחרים נכשלו,שבר את תקרת הזכוכית,שברו את תקרת הזכוכית,3,23,1,5,9,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,00011111111111111111111000000000000000000000000000
3850,validation,he,inhouse,הוא שבר את תקרת הזכוכית כשהוביל את הקבוצה לגמר,שבר את תקרת הזכוכית,שבר את תקרת הזכוכית,4,23,1,5,9,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,0000111111111111111111100000000000000000000000
3851,train,he,inhouse,היא שברה את תקרת הזכוכית עם מחקר פורץ דרך ברפואה,שבר את תקרת הזכוכית,שברה את תקרת הזכוכית,4,24,1,5,10,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,000011111111111111111111000000000000000000000000
3852,train,he,inhouse,"הוא שבר את תקרת הזכוכית כשפיתח אלגוריתם רפואי שהצליח לאבחן מחלות נדירות בזמן אמת, ואמר שהמדע לא צריך גבולות – רק אנשים שמעזים לשבור אותם.",שבר את תקרת הזכוכית,שבר את תקרת הזכוכית,4,23,1,5,25,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,00001111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3853,train,he,inhouse,"הם שברו את תקרת הזכוכית העסקית והצליחו להנפיק את הסטארטאפ שלהם בנאסד״ק, אף שאנליסטים טענו בתחילה שאין להם שום סיכוי מול המתחרים הגדולים.",שבר את תקרת הזכוכית,שברו את תקרת הזכוכית,3,23,1,5,23,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,0001111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3854,test,he,inhouse,למה אתה לא שובר את תקרת הזכוכית ומתקדם הלאה?,שבר את תקרת הזכוכית,שובר את תקרת הזכוכית,11,31,3,7,9,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,00000000000111111111111111111110000000000000
3855,train,he,inhouse,הם שברו את תקרת הזכוכית ויצרו סטארטאפ ששינה את התחום,שבר את תקרת הזכוכית,שברו את תקרת הזכוכית,3,23,1,5,10,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,0001111111111111111111100000000000000000000000000000
3856,train,he,inhouse,"השחקנית שברה את תקרת הזכוכית כשזכתה בפרס בינלאומי ראשון לקריירה שלה, והודתה שלא רצתה תהילה אלא מקום שבו היא יכולה לדבר בלי שאף אחד ישתיק אותה.",שבר את תקרת הזכוכית,שברה את תקרת הזכוכית,8,28,1,5,26,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O,0000000011111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3857,train,he,inhouse,"החוקר הצעיר שבר את תקרת הזכוכית המדעית כשהמאמר שלו פורסם בכתב עת יוקרתי, אבל אמר בראיון שלפעמים ההכרה הכי אמיתית באה מהאופן בו התלמידים שלך מקשיבים ורוצים להגיע להרצאות שלך.",שבר את תקרת הזכוכית,שבר את תקרת הזכוכית,12,31,2,6,30,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O,00000000000011111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3858,validation,he,inhouse,"כשהוא שבר את תקרת הזכוכית, כל הצוות מחא לו כפיים",שבר את תקרת הזכוכית,שבר את תקרת הזכוכית,6,25,1,5,10,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,000000111111111111111111100000000000000000000000
3859,train,he,inhouse,"אם לא תחליט לשבור את תקרת הזכוכית שלך, מי יעשה את זה במקומך? אל תחכה שיאשרו לך לחלום, תתחיל פשוט לזוז.",שבר את תקרת הזכוכית,לשבור את תקרת הזכוכית,12,33,3,7,21,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O,000000000000111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000
3860,validation,he,inhouse,לקחנו צעד קדימה ושברנו את תקרת הזכוכית במכירות,שבר את תקרת הזכוכית,ושברנו את תקרת הזכוכית,16,38,3,7,8,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,0000000000000000111111111111111111111100000000
3861,train,he,inhouse,"כשניצחו קבוצה אירופית בפעם הראשונה, הם שברו את תקרת הזכוכית והמאמן הודה שבשבילם זה לא היה משחק, זו הייתה הצהרה של דור חדש.",שבר את תקרת הזכוכית,שברו את תקרת הזכוכית,39,59,6,10,23,פיגורטיבי,1,O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,00000000000000000000000000000000000000011111111111111111111000000000000000000000000000000000000000000000000000000000000000
3862,validation,he,inhouse,"בזכות עבודה קשה והתמדה, הם שברו את תקרת הזכוכית וזכו לאהדה רבה מהסביבה.",שבר את תקרת הזכוכית,שברו את תקרת הזכוכית,27,47,5,9,13,פיגורטיבי,1,O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,00000000000000000000000000011111111111111111111000000000000000000000000
3863,train,he,inhouse,"היא שברה את תקרת הזכוכית בבורסה כשהפכה למנכ""לית של חברת השקעות ענקית, והוכיחה שאינטואיציה נשית יכולה להיות כלי ניהול אסטרטגי לא פחות ממספרים יבשים.",שבר את תקרת הזכוכית,שברה את תקרת הזכוכית,4,24,1,5,24,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,000011111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3864,train,he,inhouse,אתה יכול לשבור את תקרת הזכוכית אם לא תפחד מכישלון,שבר את תקרת הזכוכית,לשבור את תקרת הזכוכית,9,30,2,6,10,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,0000000001111111111111111111110000000000000000000
3865,train,he,inhouse,הוא שבר את תקרת הזכוכית והפך לשחקן המרכזי בקבוצה,שבר את תקרת הזכוכית,שבר את תקרת הזכוכית,4,23,1,5,9,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,000011111111111111111110000000000000000000000000
3866,train,he,inhouse,היא שברה את תקרת הזכוכית בעולם הפוליטי הסוער,שבר את תקרת הזכוכית,שברה את תקרת הזכוכית,4,24,1,5,8,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O,00001111111111111111111100000000000000000000
3867,train,he,inhouse,"המדענים שברו את תקרת הזכוכית הרפואית כשפיתחו טיפול ניסיוני שהחזיר תנועה לחולים משותקים, והשאלה שנותרה הייתה מתי המדע יפסיק להפתיע אותנו.",שבר את תקרת הזכוכית,שברו את תקרת הזכוכית,8,28,1,5,21,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,0000000011111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
